model,dataset,column,metric,point_estimate,boot_mean,boot_std,ci_lo,ci_hi,n_notes,n_boot
llama,coral_pdac,begin_date,accuracy,0.6395199314187741,0.6382938288804682,0.04757167559121446,0.5454833548659215,0.7292500909366025,14,2000
llama,coral_pdac,end_date,precision,0.9194587628865979,0.9190528823826072,0.022907090841752256,0.8734415553506829,0.9612865171429018,14,2000
llama,coral_pdac,end_date,recall,0.6655783582089553,0.6643000578759282,0.049994005704802356,0.5667304546941445,0.757442734885555,14,2000
llama,coral_pdac,end_date,f1,0.7721861471861471,0.7700145909629982,0.035187904535639136,0.697633018333037,0.8356610326464459,14,2000
llama,coral_pdac,end_date,accuracy,0.628911414720141,0.6273602614766168,0.046365094282861744,0.5356654676999908,0.7177128459247368,14,2000
llama,coral_pdac,value,precision,0.9861386138613861,0.9862639495331484,0.004911004619559863,0.9762822322604932,0.9955854741285205,14,2000
llama,coral_pdac,value,recall,0.7579908675799086,0.7591289192145169,0.03727329747761204,0.6844380403458213,0.8286663522930381,14,2000
llama,coral_pdac,value,f1,0.857142857142857,0.8574139174172708,0.024131200463242946,0.8082625852711248,0.9003472056171777,14,2000
llama,coral_pdac,value,accuracy,0.75,0.7511942021268092,0.03691917020071041,0.6782220469681037,0.818755906134932,14,2000
llama,coral_pdac,unit,precision,0.9756592292089249,0.9767821988464815,0.011482847837112144,0.951118667831738,0.9938022905825936,14,2000
llama,coral_pdac,unit,recall,0.6238651102464332,0.6259673447492197,0.05060734186396187,0.5329481178503467,0.7293834823122929,14,2000
llama,coral_pdac,unit,f1,0.7610759493670884,0.7619184250593868,0.03915685704497796,0.6868502803736772,0.840039074475796,14,2000
llama,coral_pdac,unit,accuracy,0.6143039591315453,0.6170234236365854,0.05132502079393936,0.5230555747185908,0.7241960123517682,14,2000
o3mini,4CE,code,precision,0.7419952368351416,0.7419478430569655,0.01341325748556342,0.7160974820989597,0.7688450628066912,21,2000
o3mini,4CE,code,recall,0.6024924795874517,0.6031985111973752,0.01605901173278721,0.5731137500124268,0.6362657073497994,21,2000
o3mini,4CE,code,f1,0.6650065219969169,0.6652933210881741,0.0124497635055345,0.6413747413324877,0.6902517388188406,21,2000
o3mini,4CE,code,accuracy,0.49813465979747734,0.4985871048858204,0.014001886667622029,0.4720762681727048,0.5270109984323377,21,2000
o3mini,4CE,assertion_status,precision,0.8703017469560614,0.8699532152432096,0.011337839664950913,0.8459489954432478,0.8905644526392115,21,2000
o3mini,4CE,assertion_status,recall,0.6404363069731204,0.6410363132878167,0.01506163337490914,0.6125656067029708,0.6713654772340863,21,2000
o3mini,4CE,assertion_status,f1,0.7378815080789947,0.7380442022927726,0.011446080242017828,0.7154579964553716,0.7604070729839424,21,2000
o3mini,4CE,assertion_status,accuracy,0.5846372688477952,0.5849719926303181,0.01438849485813706,0.556975166642276,0.613432891509432,21,2000
o3mini,4CE,begin_date,precision,0.9251412429378532,0.9176658633452244,0.04237284331424403,0.8146643007421451,0.9838078417520311,21,2000
o3mini,4CE,begin_date,recall,0.5705574912891986,0.5621915594905863,0.05432590705690953,0.42792337134822683,0.6550543028381856,21,2000
o3mini,4CE,begin_date,f1,0.7058189655172414,0.6956185712814293,0.04727995568379163,0.5725164516978153,0.7668230698732245,21,2000
o3mini,4CE,begin_date,accuracy,0.5453788509575354,0.5352334805664065,0.05363968853445998,0.40106693533803506,0.6218272911352639,21,2000
o3mini,4CE,end_date,precision,0.750788643533123,0.7114000337810948,0.16059282850078038,0.2546482692021988,0.9169219369251163,21,2000
o3mini,4CE,end_date,recall,0.5107296137339056,0.4831377851560624,0.10063425312682328,0.16615003555926133,0.6083711012225138,21,2000
o3mini,4CE,end_date,f1,0.6079182630906769,0.5731513959605755,0.12028583072643195,0.207688679245283,0.7146216450580263,21,2000
o3mini,4CE,end_date,accuracy,0.43669724770642204,0.41053927523836087,0.10588347441303976,0.11587756946013102,0.5559621000468719,21,2000
o3mini,4CE,value,precision,0.9760589318600368,0.976234641752313,0.006658554629335368,0.9632186658457654,0.9891896752867976,21,2000
o3mini,4CE,value,recall,0.5596620908130939,0.5591408667708222,0.03168611790637385,0.49787058685994856,0.6234349056833,21,2000
o3mini,4CE,value,f1,0.7114093959731543,0.7105096072808471,0.025857077803037035,0.6595868420634037,0.761019849279873,21,2000
o3mini,4CE,value,accuracy,0.5520833333333334,0.5516240498432986,0.031133575285700293,0.4920772668045209,0.6142308680020544,21,2000
o3mini,4CE,unit,precision,0.8518518518518519,0.8519710881482871,0.026615780801726375,0.7954971044511139,0.8991915817500901,21,2000
o3mini,4CE,unit,recall,0.5316582914572864,0.5317585216241353,0.04107756319995581,0.4516811719339545,0.6138108844373438,21,2000
o3mini,4CE,unit,f1,0.6547029702970297,0.6536817897375292,0.031561446849253626,0.587880386782094,0.7127273389244312,21,2000
o3mini,4CE,unit,accuracy,0.48666053357865685,0.48634532118317925,0.03469589256631958,0.41631061676082864,0.553672399551596,21,2000
o3mini,coral_breastca,code,precision,0.6649361022364217,0.6646205189311671,0.013057506115260534,0.6381048806618757,0.6880708519399806,13,2000
o3mini,coral_breastca,code,recall,0.5596638655462185,0.5584569390574058,0.020458493767267584,0.5185963410298379,0.5983229156258703,13,2000
o3mini,coral_breastca,code,f1,0.6077751414491696,0.6067667956061796,0.015299113893540833,0.5774913456620636,0.6359220750662548,13,2000
o3mini,coral_breastca,code,accuracy,0.4365495542737284,0.43568284287783426,0.015762552508968443,0.40596684167905805,0.46619190208265815,13,2000
o3mini,coral_breastca,assertion_status,precision,0.8294728434504792,0.8297502836354078,0.018053210521189304,0.7968604456747386,0.8661521052048454,13,2000
o3mini,coral_breastca,assertion_status,recall,0.614133648728563,0.6130818388902711,0.01886575797854707,0.5731903711869089,0.647735991081234,13,2000
o3mini,coral_breastca,assertion_status,f1,0.7057424396873937,0.7049697604864384,0.015667688156087906,0.6721996050218649,0.7331779845609633,13,2000
o3mini,coral_breastca,assertion_status,accuracy,0.5452874770280913,0.5445907834080058,0.018634541405267293,0.5062504933853944,0.5787537441137676,13,2000
o3mini,coral_breastca,begin_date,precision,0.8609680741503605,0.8621383916589552,0.0361132541756915,0.7899494706787884,0.9297165770767158,13,2000
o3mini,coral_breastca,begin_date,recall,0.5264483627204031,0.5268290396849699,0.03860133826306879,0.45581501891722453,0.6055521528432145,13,2000
o3mini,coral_breastca,begin_date,f1,0.6533802266510356,0.6527194507684863,0.029445687503432648,0.5999123981767026,0.714372210792847,13,2000
o3mini,coral_breastca,begin_date,accuracy,0.4852002321532211,0.4851852546843362,0.03267471609440775,0.4284820475585266,0.5556602140191097,13,2000
o3mini,coral_breastca,end_date,precision,0.815677966101695,0.8154279451846007,0.05489476016598583,0.7034500481147756,0.9184667667651593,13,2000
o3mini,coral_breastca,end_date,recall,0.513675783855904,0.5134217386798227,0.0460300276178603,0.4237431144218968,0.6074733488681988,13,2000
o3mini,coral_breastca,end_date,f1,0.6303724928366763,0.6287928150822264,0.04272937190816945,0.5418199198365391,0.7128435519712345,13,2000
o3mini,coral_breastca,end_date,accuracy,0.4602510460251046,0.45998692652725237,0.04557772127386371,0.37157270713035556,0.5538126726284621,13,2000
o3mini,coral_breastca,value,precision,0.9617224880382775,0.9605760572026825,0.01962473017224664,0.9170876511226252,0.9910313901345291,13,2000
o3mini,coral_breastca,value,recall,0.5101522842639594,0.5074312978884015,0.04048194370656169,0.4298507462686567,0.5882537225416482,13,2000
o3mini,coral_breastca,value,f1,0.6666666666666666,0.6633555370797914,0.037769649606700866,0.5897805998422314,0.734107085622078,13,2000
o3mini,coral_breastca,value,accuracy,0.5,0.4974782904316537,0.042307720221480646,0.41821903800910837,0.5799124694781277,13,2000
o3mini,coral_breastca,unit,precision,0.9661016949152542,0.9656486955642928,0.011590997235257564,0.940761372773568,0.9861603627252118,13,2000
o3mini,coral_breastca,unit,recall,0.59375,0.592043072238985,0.0387621957200506,0.517303988805298,0.6673048826558934,13,2000
o3mini,coral_breastca,unit,f1,0.7354838709677419,0.7333427603240678,0.03090529049921498,0.6708677811242951,0.7908177814852176,13,2000
o3mini,coral_breastca,unit,accuracy,0.5816326530612245,0.5798974072239031,0.038496075700232335,0.5047411926647491,0.6540104291059629,13,2000
o3mini,coral_pdac,code,precision,0.7202141900937081,0.720629800916327,0.01454630479987125,0.6926213292220177,0.7498324742268041,15,2000
o3mini,coral_pdac,code,recall,0.6006140106056377,0.6012990322125672,0.019478348802099723,0.5632059261876661,0.6384409917579638,15,2000
o3mini,coral_pdac,code,f1,0.6549992390808097,0.6554652124704267,0.015864563366549362,0.6237648158114881,0.6858407868644596,15,2000
o3mini,coral_pdac,code,accuracy,0.48698800633627515,0.4877102602144462,0.017546879651393312,0.45323998616336925,0.5218856133214931,15,2000
o3mini,coral_pdac,assertion_status,precision,0.8788081687311684,0.8783752960137463,0.012865090938547681,0.8529204199720899,0.9032056147450663,15,2000
o3mini,coral_pdac,assertion_status,recall,0.647508633448446,0.6479247481338369,0.016207465115583995,0.616729861276932,0.6790236441798941,15,2000
o3mini,coral_pdac,assertion_status,f1,0.7456327226246272,0.745610873630507,0.012068027706383945,0.7215764368008721,0.7697645587764342,15,2000
o3mini,coral_pdac,assertion_status,accuracy,0.5944293478260869,0.5945491009892785,0.01534338825079682,0.5644267349088877,0.6257050748426097,15,2000
o3mini,coral_pdac,begin_date,precision,0.8291788856304986,0.8274659644572319,0.05326257470135988,0.7119981527210502,0.9155236114539722,15,2000
o3mini,coral_pdac,begin_date,recall,0.5071748878923766,0.5071476947404809,0.044702444857661866,0.41407566730069156,0.5880356017252858,15,2000
o3mini,coral_pdac,begin_date,f1,0.6293823038397328,0.6276833313342035,0.0427024261583668,0.5402839464603164,0.7061626827286365,15,2000
o3mini,coral_pdac,begin_date,accuracy,0.4591961023142509,0.45879310774081106,0.0451681971798007,0.370129482576201,0.5457893919939375,15,2000
o3mini,coral_pdac,end_date,precision,0.8145985401459854,0.812743468101123,0.05440323857195258,0.6951381652846617,0.9048887221269296,15,2000
o3mini,coral_pdac,end_date,recall,0.5202797202797202,0.5202419158782021,0.04290844504341625,0.4328113011239988,0.597886311515731,15,2000
o3mini,coral_pdac,end_date,f1,0.6349928876244666,0.6331399406179586,0.04023640059296539,0.5499185274061772,0.7071060746203998,15,2000
o3mini,coral_pdac,end_date,accuracy,0.46519383076281784,0.4644696668963569,0.042929958189229185,0.3792328488506336,0.5469173293945878,15,2000
o3mini,coral_pdac,value,precision,0.9870689655172413,0.9868841851437913,0.005529005538327108,0.9744318181818182,0.9960707269155207,15,2000
o3mini,coral_pdac,value,recall,0.6387726638772664,0.6378136235173558,0.04373381830148814,0.5509561686901161,0.7224643288708458,15,2000
o3mini,coral_pdac,value,f1,0.7756138865368332,0.7740267128746909,0.03315142127565666,0.7045423689964032,0.8364834025450677,15,2000
o3mini,coral_pdac,value,accuracy,0.6334716459197787,0.6325438471312079,0.043947132421593496,0.5438559722659944,0.7189269240490331,15,2000
o3mini,coral_pdac,unit,precision,0.9223300970873787,0.9254171352226354,0.02670183846637364,0.8712363001324822,0.968872027669693,15,2000
o3mini,coral_pdac,unit,recall,0.5900621118012422,0.5893063700802506,0.047837496954611695,0.4968601532943283,0.6792809339304584,15,2000
o3mini,coral_pdac,unit,f1,0.7196969696969698,0.7185411962788215,0.03432474676306465,0.6490548109891531,0.7821477775796256,15,2000
o3mini,coral_pdac,unit,accuracy,0.5621301775147929,0.5618380763935266,0.04174374327775677,0.48044496487119437,0.6422353743090273,15,2000
phi4,4CE,code,precision,0.0,0.0,0.0,0.0,0.0,21,2000
phi4,4CE,code,recall,0.0,0.0,0.0,0.0,0.0,21,2000
phi4,4CE,code,f1,0.0,0.0,0.0,0.0,0.0,21,2000
phi4,4CE,code,accuracy,0.0,0.0,0.0,0.0,0.0,21,2000
phi4,4CE,assertion_status,precision,0.7620277688085244,0.760989059360136,0.016580098523382204,0.7282462779853367,0.7929858027111669,21,2000
phi4,4CE,assertion_status,recall,0.41622574955908287,0.4153030055228163,0.01250198359055111,0.38913396465224703,0.4384407260457369,21,2000
phi4,4CE,assertion_status,f1,0.5383825710049047,0.5372639790025671,0.013079432449060567,0.5094366778903493,0.561059923120598,21,2000
phi4,4CE,assertion_status,accuracy,0.36834712033713124,0.36740974877520705,0.012201445767712392,0.3417745964461652,0.38991194431534465,21,2000
phi4,4CE,begin_date,precision,0.5377358490566038,0.5529688027446721,0.16734937616617676,0.23134328358208955,0.8506066411238823,21,2000
phi4,4CE,begin_date,recall,0.04884318766066838,0.05092644343956735,0.015850603329571156,0.026059105121483902,0.08811906372540924,21,2000
phi4,4CE,begin_date,f1,0.08955223880597013,0.09223281802448226,0.0268666930682047,0.047899429768693234,0.15401283672024374,21,2000
phi4,4CE,begin_date,accuracy,0.046875,0.04855569374306176,0.014904418316078217,0.02453737833143828,0.08343115314072252,21,2000
phi4,4CE,end_date,precision,0.5257731958762887,0.5449002029037239,0.17479102775032385,0.21503456221198158,0.8425951935081148,21,2000
phi4,4CE,end_date,recall,0.048204158790170135,0.04990525435246362,0.01532971827693278,0.024942930192211114,0.08521142600089966,21,2000
phi4,4CE,end_date,f1,0.08831168831168831,0.09036748422453625,0.026124556718713554,0.04651162790697675,0.14937369116058205,21,2000
phi4,4CE,end_date,accuracy,0.04619565217391304,0.04751947996490381,0.01445103463849384,0.023809523809523808,0.08071521054255254,21,2000
phi4,4CE,value,precision,0.9066147859922179,0.907242570225667,0.021923248877658917,0.8617775158844025,0.9483953680727873,21,2000
phi4,4CE,value,recall,0.24020618556701032,0.24020646452391622,0.027561881588855596,0.18340099269243404,0.29342009364922467,21,2000
phi4,4CE,value,f1,0.37978810105949473,0.37902613629569826,0.034875105866107474,0.3042266669029026,0.4446518082515451,21,2000
phi4,4CE,value,accuracy,0.23440643863179075,0.23439601713361166,0.026511116665871883,0.1794029103788112,0.28588570339974156,21,2000
phi4,4CE,unit,precision,0.7508532423208191,0.74836184297096,0.056817317706854074,0.6224479210771445,0.8449639698657058,21,2000
phi4,4CE,unit,recall,0.20833333333333334,0.20710117367368225,0.028342925077978424,0.15016142806237173,0.25926075994957676,21,2000
phi4,4CE,unit,f1,0.3261675315048184,0.32372996834432877,0.038200427275029515,0.2431936327222431,0.3918709047475758,21,2000
phi4,4CE,unit,accuracy,0.19486271036315322,0.19374086457497747,0.027043109721403013,0.13842938940789312,0.24368124821886575,21,2000
phi4,coral_breastca,code,precision,0.0,0.0,0.0,0.0,0.0,7,2000
phi4,coral_breastca,code,recall,0.0,0.0,0.0,0.0,0.0,7,2000
phi4,coral_breastca,code,f1,0.0,0.0,0.0,0.0,0.0,7,2000
phi4,coral_breastca,code,accuracy,0.0,0.0,0.0,0.0,0.0,7,2000
phi4,coral_breastca,assertion_status,precision,0.6945010183299389,0.6935212531691635,0.015652896091939855,0.6622073578595318,0.7230320699708455,7,2000
phi4,coral_breastca,assertion_status,recall,0.3274123859817571,0.3286659256797467,0.06888665749114424,0.18418874172185432,0.4303614457831325,7,2000
phi4,coral_breastca,assertion_status,f1,0.4450244698205547,0.4419647106968909,0.0676000552921126,0.2879979449692029,0.533901770567427,7,2000
phi4,coral_breastca,assertion_status,accuracy,0.28619387326898865,0.2860236657739799,0.05439835970600349,0.1682229109579395,0.36416507424720573,7,2000
phi4,coral_breastca,begin_date,precision,0.6147540983606558,0.6118034185866351,0.11637545761303524,0.3823335913312693,0.8260869565217391,7,2000
phi4,coral_breastca,begin_date,recall,0.06963788300835655,0.06996776838562672,0.02185837680451382,0.02894943168769366,0.1124410035604868,7,2000
phi4,coral_breastca,begin_date,f1,0.12510425354462054,0.12482882453272999,0.036791602452761425,0.054126504617013654,0.19553076917731374,7,2000
phi4,coral_breastca,begin_date,accuracy,0.06672597864768683,0.06697995370105816,0.020947051177905306,0.027816046269393126,0.1083591597796143,7,2000
phi4,coral_breastca,end_date,precision,0.5798319327731093,0.5771499181130758,0.11233752194248958,0.3625,0.7920275862068964,7,2000
phi4,coral_breastca,end_date,recall,0.06679574056147145,0.06741896512011877,0.021647880139980136,0.027091633466135457,0.10997732426303855,7,2000
phi4,coral_breastca,end_date,f1,0.11979166666666667,0.11995671109932149,0.036259324016872575,0.05134911360656672,0.18948684210526306,7,2000
phi4,coral_breastca,end_date,accuracy,0.06371191135734072,0.06420136846224858,0.020552968985955267,0.026351111011053828,0.10465919311319538,7,2000
phi4,coral_breastca,value,precision,0.9142857142857143,0.9110005487545882,0.05324874092082937,0.7872340425531915,0.9871794871794872,7,2000
phi4,coral_breastca,value,recall,0.27467811158798283,0.27488937199017394,0.0741301139583746,0.13078074304254445,0.4175512725475661,7,2000
phi4,coral_breastca,value,f1,0.4224422442244224,0.41745544070899204,0.09110201072062524,0.225705329153605,0.5801801049618319,7,2000
phi4,coral_breastca,value,accuracy,0.26778242677824265,0.26792941131808057,0.07218101900957877,0.127208480565371,0.4086293875230921,7,2000
phi4,coral_breastca,unit,precision,0.8552631578947368,0.8539195355169318,0.062455407845268006,0.7272727272727273,0.9692307692307692,7,2000
phi4,coral_breastca,unit,recall,0.24253731343283583,0.24083322177257832,0.04768860633822627,0.13725490196078433,0.3221884498480243,7,2000
phi4,coral_breastca,unit,f1,0.37790697674418605,0.373389299418838,0.06112786591280176,0.23263304596957224,0.47177419354838707,7,2000
phi4,coral_breastca,unit,accuracy,0.23297491039426524,0.23125193987272014,0.045355911776750205,0.13162694820963397,0.3087071240105541,7,2000
phi4,coral_pdac,code,precision,0.0,0.0,0.0,0.0,0.0,9,2000
phi4,coral_pdac,code,recall,0.0,0.0,0.0,0.0,0.0,9,2000
phi4,coral_pdac,code,f1,0.0,0.0,0.0,0.0,0.0,9,2000
phi4,coral_pdac,code,accuracy,0.0,0.0,0.0,0.0,0.0,9,2000
phi4,coral_pdac,assertion_status,precision,0.7121951219512195,0.6969619716375686,0.07086545315702664,0.49055678875323716,0.7979947437332776,9,2000
phi4,coral_pdac,assertion_status,recall,0.1168,0.11836101471493166,0.06914842508786413,0.017875558767401302,0.27670430561418313,9,2000
phi4,coral_pdac,assertion_status,f1,0.2006872852233677,0.19525929978863912,0.09817661667239422,0.034679305470236024,0.4019982368498384,9,2000
phi4,coral_pdac,assertion_status,accuracy,0.11153552330022919,0.11157160364919332,0.062324745105522925,0.017645621766621957,0.2515630746598014,9,2000
phi4,coral_pdac,begin_date,precision,0.7547169811320755,0.6614191551223612,0.24171723601062936,0.0,0.7857142857142857,9,2000
phi4,coral_pdac,begin_date,recall,0.03184713375796178,0.032436452567120015,0.023785845885616688,0.0,0.08625997458001762,9,2000
phi4,coral_pdac,begin_date,f1,0.061115355233002294,0.06096304451701379,0.043035365799015776,0.0,0.15541463016283957,9,2000
phi4,coral_pdac,begin_date,accuracy,0.03152088258471237,0.0319550245947036,0.0232337922041328,0.0,0.084254507628294,9,2000
phi4,coral_pdac,end_date,precision,0.7857142857142857,0.6950066437729059,0.2522858347566965,0.0,0.85,9,2000
phi4,coral_pdac,end_date,recall,0.034976152623211444,0.035564031441879806,0.02439845605058949,0.0,0.08873155852196359,9,2000
phi4,coral_pdac,end_date,f1,0.0669710806697108,0.06679663280428744,0.04404121449256457,0.0,0.15977164756791207,9,2000
phi4,coral_pdac,end_date,accuracy,0.03464566929133858,0.03509603180926375,0.02389081281049524,0.0,0.08682165148448034,9,2000
phi4,coral_pdac,value,precision,0.8888888888888888,0.7752430639625145,0.24635275212370375,0.0,0.984697742733457,9,2000
phi4,coral_pdac,value,recall,0.1396508728179551,0.13546393744724677,0.09942773212627923,0.0,0.3614647856411253,9,2000
phi4,coral_pdac,value,f1,0.24137931034482757,0.222678913924171,0.14785039361290256,0.0,0.5280635038825655,9,2000
phi4,coral_pdac,value,accuracy,0.13725490196078433,0.1334205388007489,0.0983234045024043,0.0,0.3587542997542996,9,2000
phi4,coral_pdac,unit,precision,0.8983050847457628,0.8663204975034423,0.12071574342298232,0.5,0.9782608695652174,9,2000
phi4,coral_pdac,unit,recall,0.11300639658848614,0.11216930070552092,0.06946737918131399,0.00830464940902405,0.2703677131965558,9,2000
phi4,coral_pdac,unit,f1,0.20075757575757575,0.19242188360386248,0.10714128205124715,0.01608152409668542,0.41967651107495924,9,2000
phi4,coral_pdac,unit,accuracy,0.11157894736842106,0.11046248532016219,0.06789401206681592,0.008105940164763695,0.2655636739030208,9,2000
